FORM	PREFIX	BEFORE_SEQ	AFTER_SEQ	BEFORE_SING	AFTER_SING	INFLEC	LEFT_CONSONANTAL	LEFT_SONORANT	LEFT_LABIAL	LEFT_ROUND	LEFT_CORONAL	LEFT_ANTERIOR	LEFT_DISTRIBUTED	LEFT_DORSAL	LEFT_HIGH	LEFT_LOW	LEFT_BACK	LEFT_VOICE	LEFT_CONTINUANT	LEFT_STRIDENT	LEFT_LATERAL	LEFT_DELAYEDRELEASE	LEFT_NASAL	LEFT_APPROXIMANT	LEFT_TAP	LEFT_TRILL	LEFT_LABIODENTAL	LEFT_FRONT	RIGHT_CONSONANTAL	RIGHT_SONORANT	RIGHT_LABIAL	RIGHT_ROUND	RIGHT_CORONAL	RIGHT_ANTERIOR	RIGHT_DISTRIBUTED	RIGHT_DORSAL	RIGHT_HIGH	RIGHT_LOW	RIGHT_BACK	RIGHT_VOICE	RIGHT_CONTINUANT	RIGHT_STRIDENT	RIGHT_LATERAL	RIGHT_DELAYEDRELEASE	RIGHT_NASAL	RIGHT_APPROXIMANT	RIGHT_TAP	RIGHT_TRILL	RIGHT_LABIODENTAL	RIGHT_FRONT	PARADIGM_YER	FORM_YER
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'a', 'x']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;ESS;PL	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'a', 'mʲ', 'i']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;INS;PL	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'a']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;ACC;SG	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'a']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;GEN;SG	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'ɔ', 'm']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;DAT;PL	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'ɔ', 'vʲ', 'i']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;DAT;SG	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'u', 'v']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;ACC;PL	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'u', 'v']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;GEN;PL	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'u']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;ESS;SG	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 'ɲ', 'i', 'ɔ', 'w', 'k', 'u']	['a', 'ɲ', 'i', 'ɔ', 'w']	N;VOC;SG	w	k	w	k	-	+	+	+	-	0	0	+	+	-	+	+	+	0	-	0	-	+	-	-	-	-	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'a', 'x']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;ESS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'a', 'mʲ', 'i']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;INS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'ɔ', 'm']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;DAT;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'ɔ', 'vʲ', 'i']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;DAT;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'u', 'v']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;GEN;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'u']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;ESS;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'u']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;GEN;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n', 'k', 'u']	['a', 's', 'ɛ', 'n', 't', 'ɛ', 'r', 'u', 'n']	N;VOC;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'a', 'x']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;ESS;PL	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'a', 'mʲ', 'i']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;INS;PL	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'a']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;GEN;SG	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'ɔ', 'm']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;DAT;PL	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'ɔ', 'vʲ', 'i']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;DAT;SG	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'u', 'v']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;GEN;PL	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'u']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;ESS;SG	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɔ̃', 'b', 'ɛ', 'l', 'k', 'u']	['b', 'ɔ̃', 'b', 'ɛ', 'l']	N;VOC;SG	l	k	l	k	+	+	-	-	+	+	-	-	0	0	0	+	+	-	+	0	-	+	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'a', 'x']	['b', 'a', 'r', 'a', 'n']	N;ESS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'a', 'mʲ', 'i']	['b', 'a', 'r', 'a', 'n']	N;INS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'a']	['b', 'a', 'r', 'a', 'n']	N;ACC;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'a']	['b', 'a', 'r', 'a', 'n']	N;GEN;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'ɔ', 'm']	['b', 'a', 'r', 'a', 'n']	N;DAT;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'ɔ', 'vʲ', 'i']	['b', 'a', 'r', 'a', 'n']	N;DAT;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'u', 'v']	['b', 'a', 'r', 'a', 'n']	N;GEN;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'u']	['b', 'a', 'r', 'a', 'n']	N;ESS;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'a', 'n', 'k', 'u']	['b', 'a', 'r', 'a', 'n']	N;VOC;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'a', 'x']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;ESS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'a', 'mʲ', 'i']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;INS;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'a']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;GEN;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'ɔ', 'm']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;DAT;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'ɔ', 'vʲ', 'i']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;DAT;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'u', 'v']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;GEN;PL	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'u']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;ESS;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'a', 'r', 'vʲ', 'i', 'n', 'k', 'u']	['b', 'a', 'r', 'vʲ', 'i', 'n']	N;VOC;SG	n	k	n	k	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	+	-	-	0	-	0	0	+	+	-	0	-	-	-	-	-	-	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'a', 'x']	['b', 'ɛ̃', 'b']	N;ESS;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'a', 'mʲ', 'i']	['b', 'ɛ̃', 'b']	N;INS;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'a']	['b', 'ɛ̃', 'b']	N;GEN;SG	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɛ', 'm']	['b', 'ɛ̃', 'b']	N;INS;SG	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɔ', 'm']	['b', 'ɛ̃', 'b']	N;DAT;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɔ', 'vʲ', 'i']	['b', 'ɛ̃', 'b']	N;DAT;SG	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'u', 'v']	['b', 'ɛ̃', 'b']	N;GEN;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɨ']	['b', 'ɛ̃', 'b']	N;ACC;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɨ']	['b', 'ɛ̃', 'b']	N;NOM;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɛ̃', 'b', 'n', 'ɨ']	['b', 'ɛ̃', 'b']	N;VOC;PL	b	n	b	n	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['bʲ', 'i', 'm', 'p', 'r', 'ɛ', 'm']	['bʲ', 'i', 'm', 'b']	N;INS;SG	mb	r	b	r	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	+	-	+	-	0	TRUE
['bʲ', 'i', 'm', 'p', 'r', 'ɔ', 'vʲ', 'i']	['bʲ', 'i', 'm', 'b']	N;DAT;SG	mb	r	b	r	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	+	-	+	-	0	TRUE
['bʲ', 'i', 'm', 'p', 'r', 'u']	['bʲ', 'i', 'm', 'b']	N;GEN;SG	mb	r	b	r	+	-	+	-	-	0	0	-	0	0	0	+	-	0	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	+	-	-	0	-	+	-	+	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'a', 'x']	['b', 'ɔ', 'x']	N;ESS;PL	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'a', 'mʲ', 'i']	['b', 'ɔ', 'x']	N;INS;PL	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'a']	['b', 'ɔ', 'x']	N;GEN;SG	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'ɛ', 'm']	['b', 'ɔ', 'x']	N;INS;SG	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'ɔ', 'm']	['b', 'ɔ', 'x']	N;DAT;PL	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'ɔ', 'vʲ', 'i']	['b', 'ɔ', 'x']	N;DAT;SG	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'u', 'v']	['b', 'ɔ', 'x']	N;GEN;PL	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
['b', 'ɔ', 'x', 'n', 'ɨ']	['b', 'ɔ', 'x']	N;ACC;PL	x	n	x	n	+	-	-	0	-	0	0	+	+	-	0	-	+	-	-	-	-	-	-	-	-	0	+	+	-	-	+	+	-	-	0	0	0	+	-	-	-	0	+	-	-	-	-	0	TRUE
